BibtexKey,Title,Abstract,Author,Journal,BookTitle,Year,Doi,Url,Source,CreatedAt,Status
10.1145/3523150.3523168,Predicting Depression Symptoms from Discord Chat Messaging Using AI Medical Chatbots,"Depression is a chronic illness with even Olympic athletes [1] and top tennis players [2] withdrawing from competitions due to it. It's important to diagnose depression early. Traditional methods rely on questionnaires to evaluate depression. But they have their limitations due to inherent bias and inhibitions in self reporting. We propose an intelligent chatbot powered by AI approach to assist medical professionals diagnose depression. Specifically, the AI could predict depression symptoms in conversations with pre-care health care personnel and/or personal chats. Notably, due to sensitivity and privacy regulation (HIPPA) such data is not readily available [3]. To use AI driven medical assistants, and to overcome this limitation in training AI models, we propose to seed the models with recent chat engine (Discord) conversation dataset in the channel #depression. We achieve at least 73\% accuracy in predicting seven key symptoms for depression using our best ML models. Secondly, with our ensemble random forest model we could recall 30-69\% of depression symptoms with 60-99\% depression diagnosis accuracy which could be further tuned by medical professional if they know which ones of these symptoms is a key predictor of depression.","Duvvuri, Venkata and Guan, Qihan and Daddala, Swetha and Harris, Mitch and Kaushik, Sudhakar",,Proceedings of the 2022 6th International Conference on Machine Learning and Soft Computing,2022,10.1145/3523150.3523168,https://doi.org/10.1145/3523150.3523168,acm.bib,2023-09-02 14:05:28,Unclassified
9355474,Privacy Preserving Chatbot Conversations,"With chatbots gaining traction and their adoption growing in different verticals, e.g. Health, Banking, Dating; and users sharing more and more private information with chatbots - studies have started to highlight the privacy risks of chatbots. In this paper, we propose two privacypreserving approaches for chatbot conversations. The first approach applies `entity' based privacy filtering and transformation, and can be applied directly on the app (client) side. It however requires knowledge of the chatbot design to be enabled. We present a second scheme based on Searchable Encryption that is able to preserve user chat privacy, without requiring any knowledge of the chatbot design. Finally, we present some experimental results based on a real-life employee Help Desk chatbot that validates both the need and feasibility of the proposed approaches.","Biswas, Debmalya",,2020 IEEE Third International Conference on Artificial Intelligence and Knowledge Engineering (AIKE),2020,10.1109/AIKE48582.2020.00035,,ieee.bib,2023-09-02 14:05:28,Unclassified
8814570,Children Privacy Identification System in LINE Chatbot for Smart Toys,"Children's privacy concerns about smart toys are becoming more and more critical in the toy industry. Parents and guardians continue to strive to protect their children from unnecessary privacy risks such as collection, and unconsented use of or access to their children's information. However, there is still no standardized privacy framework, which focuses on smart toys in this paradigm; making it difficult to determine possible privacy violation in for example determining whether a phrase shared with a smart toy is sensitive or not. To overcome this challenge, we build a privacy identification system through Chatbot technology. We call this system a Children Privacy Identification (CPI) system. To develop CPI system, we divide our research works into two parts: (1) Collect the phrase from the smart toys; and (2) Explore privacy Identification based on Personally Identifiable Information (PII) and Children's Online Privacy Protection Act (COPPA). For illustration, we integrate the CPI system in LINE Chatbot. The result shows that people feel more comfortable in talking to LINE Chatbot with privacy protection.","Lin, Pei-Chun and Yankson, Benjamin and Lu, Zhihui and Hung, Patrick C.K.",,2019 IEEE 12th International Conference on Cloud Computing (CLOUD),2019,10.1109/CLOUD.2019.00026,,ieee.bib,2023-09-02 14:05:28,Unclassified
10189497,A Privacy-Preserving Framework for Mental Health Chatbots Based on Confidential Computing,"Mental health chatbots can provide psychological counseling services to patients at any time regardless of time and location, which can not only relieve patients’ ailments but also reduce the workload of psychologists. In order to provide patients with accurate diagnosis and treatment services, mental health robots inevitably collect patient-related information during the communication process with patients, which is often very sensitive and must be well protected. There is a lack of targeted research on how mental health chatbots can provide systematic privacy preserving for patients in the process of providing mental health services to them. In this paper, we propose a privacy preserving framework based on blockchain and confidential computing that can provide comprehensive privacy preserving for patients during mental health chatbot services. We conduct tests using existing mental health chatbots, and the experimental results demonstrate that our proposed framework can meet the requirements for privacy preserving and computational performance of mental health chatbots.","Tian, Wensheng and Lu, Yifan and Yu, Jinhao and Fan, Jiafeng and Tang, Panpan and Zhang, Lei",,"2022 IEEE Smartworld, Ubiquitous Intelligence & Computing, Scalable Computing & Communications, Digital Twin, Privacy Computing, Metaverse, Autonomous & Trusted Vehicles (SmartWorld/UIC/ScalCom/DigitalTwin/PriComp/Meta)",2022,10.1109/SmartWorld-UIC-ATC-ScalCom-DigitalTwin-PriComp-Metaverse56740.2022.00160,,ieee.bib,2023-09-02 14:05:28,Unclassified
10125731,Data Preservation in Chatbot with Cloud Deployment,"In today's digital age, the importance of preserving and organizing important documents and information cannot be overstated. To create a comprehensive solution for secure file sharing through the use of a Telegram chatbot. The bot will have the ability to encrypt and decrypt files, allowing users to share sensitive information with confidence. The encryption and decryption will be performed using AES algorithms to ensure the security of the files. To further enhance security and scalability, the chatbot will be deployed to a cloud platform, allowing it to be accessed from anywhere and handle a larger number of users. Additionally, this project will also focus on implementing data preservation functionality within the chatbot. This will ensure that files are retained and accessible even when they are deleted from the Telegram chat or when the chatbot is deployed to the doud. This will be achieved through techniques such as data backup and disaster recovery to ensure data availability. Overall, this aims to provide a secure and reliable system for sharing files through Telegram, that guarantees the security of the files, the availability of the data and the scalability of the system. It is tailored for organizations, businesses and individuals who need to share sensitive information regularly.","T, Vijaya Kumar and P, Rajasekaran and L, Jeevika and S, Lavan and R, Tharshan",,2023 7th International Conference on Trends in Electronics and Informatics (ICOEI),2023,10.1109/ICOEI56765.2023.10125731,,ieee.bib,2023-09-02 14:05:28,Unclassified
9125183,Work-in-Progress: A Preliminary Study on Students’ Acceptance of Chatbots for Studio-Based Learning,"Studio-based learning (SBL) is a pedagogy that encompasses collaborative active learning strategies focusing on creativity, peer learning, and problem-solving. The iterative design procedures and critique sessions are the primary learning practices of SBL, which relays to a need to have effective communication between instructors and students. Due to this, we designed a Telegram chatbot using the TextIt to facilitate some of the interactions that are common in SBL. In this preliminary study, students’ acceptance of chatbot was investigated based on the Technology Acceptance Model (TAM) using a mix-method approach. Preliminary results indicated positive acceptance and intention to use chatbots due to ease of use, mobile accessibility, human-like communications, and privacy in communicating and providing feedback.","Kumar, Jeya Amantha and Silva, Paula Alexandra",,2020 IEEE Global Engineering Education Conference (EDUCON),2020,10.1109/EDUCON45650.2020.9125183,,ieee.bib,2023-09-02 14:05:28,Unclassified
9660118,Development of Esteem Support based on Psychodrama and Design Thinking approach,"So far, we have proposed the Stress management framework and developed methods for stress measurement and coping. There are three types of coping in this framework: information support, emotional support, and esteem support. This time, we developed esteem support. In order to increase self-esteem, we focused on psychodrama techniques and developed a system to realize psychodrama using robots. The advantages of using robots include the ability to carry out a psychodrama alone and to provide privacy-friendly support. In the experiment, a scenario was created for medical staff and a robot psychodrama was performed. As a result, we showed that robots can be used for psychodrama and esteem support can be carried out by combination of robots and the chatbot.","Yorita, Akihiro and Egerton, Simon and Chan, Carina and Kubota, Naoyuki",,2021 IEEE Symposium Series on Computational Intelligence (SSCI),2021,10.1109/SSCI50451.2021.9660118,,ieee.bib,2023-09-02 14:05:28,Unclassified
9766793,Impersonating Chatbots in a Code Review Exercise to Teach Software Engineering Best Practices,"Over the past decade, the use of chatbots for educational purposes has gained considerable traction. A similar trend has been observed in social coding platforms, where automated agents support software developers with tasks such as performing code reviews. While incorporating code reviews and social coding platforms into software engineering education has been found to be beneficial, challenges such as steep learning curves and privacy considerations are barriers to their adoption. Furthermore, no study has addressed the role chatbots play in supporting code reviews as a pedagogical tool. To help address this gap, we developed an online learning application that simulates the code review features available on social coding platforms and allows instructors to interact with students using chatbot identities. We then embedded this application within a lesson on software engineering best practices and conducted a controlled in-class experiment. This experiment examined the effect that explaining content via chatbot identities had on three aspects: (i) students’ perceived usability of the lesson, (ii) their engagement with the code review process, and (iii) their learning gains. While our findings show that it is feasible to simulate the code review process within an online learning platform and achieve good usability, our quantitative analysis did not yield significant differences across treatment conditions for any of the aspects considered. Nevertheless, our qualitative results suggest that students expect explicit feedback when performing this type of exercise and could thus benefit from automated replies provided by an interactive chatbot. We propose to build on our current findings to further explore this line of research in future work.","Farah, Juan Carlos and Spaenlehauer, Basile and Sharma, Vandit and Rodríguez-Triana, María Jesús and Ingram, Sandy and Gillet, Denis",,2022 IEEE Global Engineering Education Conference (EDUCON),2022,10.1109/EDUCON52537.2022.9766793,,ieee.bib,2023-09-02 14:05:28,Unclassified
10219493,Transforming Chronic Disease Management with Chatbots: Key Use Cases for Personalized and Cost-effective Care,"Globally, the problem of chronic diseases like diabetes, hypertension, and heart disease is getting worse. These diseases have a significant impact on patients and healthcare systems. Innovative technologies like chatbots, which promise to improve the management of chronic diseases, have emerged as potential solutions to these difficulties. Chatbots are man-made brainpower (artificial intelligence) programs that can recreate discussions with people and give customized and practical consideration. The primary purposes of this study are to investigate the most important applications of chatbots in the management of chronic diseases, including personalized education, symptom monitoring, medication management, and lifestyle coaching. In addition, it discusses the potential advantages and disadvantages of chatbots in the management of chronic diseases, including the need for human oversight, data privacy, and patient engagement. The paper concludes that, although chatbots have the potential to transform the management of chronic diseases by providing personalized and cost-effective care, careful consideration of ethical, legal, and regulatory frameworks is required for their integration into healthcare systems.","Haque, Ahshanul and Chowdhury, Md Naseef-Ur-Rahman and Soliman, Hamdy",,"2023 Sixth International Symposium on Computer, Consumer and Control (IS3C)",2023,10.1109/IS3C57901.2023.00104,,ieee.bib,2023-09-02 14:05:28,Unclassified
9680760,Ethical Chatbot Design for Reducing Negative Effects of Biased Data and Unethical Conversations,"AI technology is being introduced into various public and private service domains, transforming existing computing systems or creating new ones. While AI technologies can provide benefits to humans and society, the unexpected consequences (e.g., malfunctions) of AI systems can cause social losses. For this reason, research on ethical design for the development of AI-based systems is becoming important. In this paper, from existing studies on AI ethics, general guidelines such as transparency, explainability, predictability, accountability, fairness, privacy, and control for the ethical design of AI systems are reviewed. And, based on the ethical design guidelines, we discuss ethical design to reduce the negative effects of biased data and unethical dialogues in AI-based conversational chatbots.","Bang, Junseong and Kim, Sineae and Nam, Jang Won and Yang, Dong-Geun",,2021 International Conference on Platform Technology and Service (PlatCon),2021,10.1109/PlatCon53246.2021.9680760,,ieee.bib,2023-09-02 14:05:28,Unclassified
9920434,Study Literature Review: Discovering the Effect of Chatbot Implementation in E-commerce Customer Service System Towards Customer Satisfaction,"Customer service plays a crucial role for a company. As an important aspect of e-commerce companies, they would be required to directly interact and try to solve customers’ problems that might occur anywhere and anytime. However, the limitation of human man hours became a barrier to overcome customers’ problems. On one hand, the rapid development of technology was predicted to replace the traditional human customer service with an Artificial Intelligence agent. On the other hand, this replacement affects the customer satisfaction. This paper performed a study literature review to discover the effect of chatbots and its impact towards customer satisfaction. In an e-commerce customer service use case, chatbots could be implemented in a number of methods. The methods implemented by chatbots are avatar-based, verbal-based, text-based, and menu-based. Research showed that text-based chatbot is the most commonly used methodology and has advanced the most, where some are implementing higher level machine learning methods, such as deep learning. The usage of such chatbot in e-commerce customer service systems will lower the cost but might also lower customer satisfaction, due to reasons such as unsatisfying answers and inhuman behavior. Research showed that even a more sophisticated chatbot doesn’t always mean higher customer satisfaction, even with high accuracy ratings. To look into customer satisfaction, this paper has identified 4 aspects of a chatbot that are relevant to customer satisfaction, which are privacy, reliability, personalization, and responsiveness. Chatbots currently excel in some of these quality measures, but require further research to effectively replace human customer service agents.","Antonio, Randy and Tyandra, Nadya and Nusantara, Linggar Tembus and Anderies and Agung Santoso Gunawan, Alexander",,2022 International Seminar on Application for Technology of Information and Communication (iSemantic),2022,10.1109/iSemantic55962.2022.9920434,,ieee.bib,2023-09-02 14:05:28,Unclassified
10219468,Chatbots: A Game Changer in mHealth,"Chatbots have emerged as a promising tool in healthcare for improving patient engagement, providing education and support, and delivering interventions for a variety of health conditions. In the field of mHealth (mobile health), chatbots are being increasingly used to support self-management, provide remote monitoring, and offer personalized coaching to patients with chronic conditions. A growing body of research has demonstrated the feasibility, acceptability, and effectiveness of chatbots in mHealth, with many studies reporting positive outcomes such as improved patient adherence, increased physical activity, and reduced hospital readmissions. However, there are also limitations and challenges to the use of chatbots in mHealth, such as concerns around data privacy and security, the need for effective natural language processing and machine learning algorithms, and ensuring that chatbots are designed with the end user in mind. Future research is needed to further explore the potential of chatbots in mHealth, and to develop best practices for their design, implementation, and evaluation.","Chowdhury, Md Naseef-Ur-Rahman and Haque, Ahshanul and Soliman, Hamdy",,"2023 Sixth International Symposium on Computer, Consumer and Control (IS3C)",2023,10.1109/IS3C57901.2023.00103,,ieee.bib,2023-09-02 14:05:28,Unclassified
10200330,A Machine Learning-Based Methodology for IoT Security,"The popularity of IoT and gadget connectivity is rapidly growing in the present world. Cyber risk has become a significant issue for IoT devices, particularly edge devices, as D2D communication and Internet traffic have grown. The use case of machine learning for IoT security is presented in this proposal. Recent scientific advancements often lead to the development of new technologies. In order to help with this proposal, machine learning is now used by our society. It is because maintaining and managing the data is extremely difficult for humans. As new technologies are developed, cybersecurity measures can be enhanced through innovative methods. The most recent and promising strategy in cyber-physical security is machine learning (ML), which can help address a number of burgeoning issues. Explore potential problems with IoT security controls when applying machine learning to IoT systems and the design of IoT systems. Because smart gadgets are so accessible and in such high demand, IoT systems are exposed to new cyber-physical security and privacy assaults. IoT systems need to be secured with strong, adaptable, and contemporary security techniques.","S, Pousia and N, Kowsick and M S, Rinishvanth and D, Rahul and S, Shri Hari and S, Pravin Kumar",,"2023 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)",2023,10.1109/ACCAI58221.2023.10200330,,ieee.bib,2023-09-02 14:05:28,Unclassified
9914844,Psyche Conversa - A Deep Learning Based Chatbot Framework to Detect Mental Health State,"Mental health is one of the most pressing challenges in today's modern world. Traditional thinking, family pressure, unemployment issues, homesickness, and an unhappy relationship are the most common reasons for mental illness, which may also lead to suicidal attempts. People in impoverished countries do not give this issue enough attention. Furthermore, many are hesitant to seek professional counseling from a psychiatrist to retain their privacy. Monitoring social media activities, in addition to common symptoms, is critical for improving the accuracy of detecting early signs of mental illness because it impacts mental health. So, rather than a psychiatrist, a user-friendly deep learning-based mobile application that will chat with them to support and monitor their social media behaviors to determine their mental health status will be an effective way of handling the situation. This study proposes a deep learning-based chatbot framework to help mentally ill individuals identify their mental health conditions and provide appropriate therapy. This framework comprises three components: a keylogger module, a chat module, and a deep learning-based mental illness detection module. In the background, the keylogger collects data from the user's keyboard to track social media activity. The chatbot converses with users and stores their daily chat history in real-time. Both modules pass the data to a deep learning model to determine mental health conditions. This study also compared the accuracy of multiple deep learning classifiers such as Conv-LSTM and BERT for the Reddit Mental Health Dataset.","Abu Noman Siddik, Sayed and Arifuzzaman, B.M. and Kalam, Abul",,2022 10th International Conference on Information and Communication Technology (ICoICT),2022,10.1109/ICoICT55009.2022.9914844,,ieee.bib,2023-09-02 14:05:28,Unclassified
10065328,"Chatbots in Healthcare: Challenges, Technologies and Applications","Artificial intelligence (AI) technologies have been around for more than fifty years. However, current improvements in processing power, the accessibility of huge amounts of data, and improved algorithms have led to significant advancements in AI. A chatbot is a software program with AI that simulates user interactions. Healthcare chatbots gradually eliminate hospital wait times, appointments, and consultation meetups, thus instantly assisting patients in connecting with the right doctor. Chatbots reduce the workload of healthcare providers by decreasing the number of hospital visits and unnecessary treatments, providing suggestions and alerts. However, the introduction of such chatbots in the healthcare domain exposes users to a plethora of challenges. This paper presents a systematic survey of recent developments by researchers in the field of healthcare chatbots. This research brings to light general information regarding the application type, various technologies and evaluation methods that have been used to evaluate the effectiveness of healthcare chatbots and aims to serve as a research guideline which may be valuable for the development of chatbots in various fields.","Sharma, Deepali and Kaushal, Sakshi and Kumar, Harish and Gainder, Shalini",,2022 4th International Conference on Artificial Intelligence and Speech Technology (AIST),2022,10.1109/AIST55798.2022.10065328,,ieee.bib,2023-09-02 14:05:28,Unclassified
9123051,SLA as a mechanism to manage risks related to chatbot services,Intelligent Chatbot services become one of the mainstream applications in user help and many other areas. Apart from bringing numerous benefits to users these services may bring additional risks to the companies that employ them. The study starts with the review of the scale of chatbot industry and common use cases by focusing on their applications & industry tendencies. Review of functionality and architecture of typical chatbot services shows the potential risks associated with chatbots. Analysis of such risks in the paper helped to build a checklist that security managers can use to assess risks prior to chatbot implementation. The proposed checklist was tested by reviewing a number of Service Level Agreements (SLA) of real chatbot providers.,"Gondaliya, Krishna and Butakov, Sergey and Zavarsky, Pavol",,"2020 IEEE 6th Intl Conference on Big Data Security on Cloud (BigDataSecurity), IEEE Intl Conference on High Performance and Smart Computing, (HPSC) and IEEE Intl Conference on Intelligent Data and Security (IDS)",2020,10.1109/BigDataSecurity-HPSC-IDS49724.2020.00050,,ieee.bib,2023-09-02 14:05:28,Unclassified
