BibtexKey,Title,Abstract,Author,Journal,BookTitle,Year,Doi,Url,Source,CreatedAt,Status
10178747,A Chatbot-based Recommendation Framework for Hypertensive Patients,"Chatbot-based systems are recognised in literature as an effective tool to support chronic diseases self-management. However, the core of most of this work is on the description of the application domain and on the motivations behind the adoption of recommendation systems that exploit chatbot to mediate the interaction with users, but they fail in providing sufficient details on the system architecture and on the technology adopted. Moreover, they are usually designed with a strong focus on the specific pathology, and a reference architectural solution that can be adopted in different contexts is missing, thus making the work useful only in the domain it is devised for. In this paper we provide a framework for developing recommendation systems based on chatbots that is meant to be applied in different scenarios. The framework is composed by a back-end recommendation engine that autonomously computes the user's adherence profile to prescription, and proactively provides motivational feedback to the user through the application front-end based on a chatbot. The chatbot is also meant to collect and aggregate data for profiling the individual health and habits. To demonstrate the feasibility of our framework, we present a recommendation system, based on a Telegram chatbot, that has been developed and trained for managing hypertensive patients.","Montagna, Sara and Mariani, Stefano and Pengo, Martino Francesco",,2023 IEEE 36th International Symposium on Computer-Based Medical Systems (CBMS),2023,10.1109/CBMS58004.2023.00309,,ieee.bib,2024-02-25 11:35:40,Unclassified
9238116,A Prototype of Privacy Identification System for Smart Toy Dialogue Design,"Privacy issues are becoming more and more important in Artificial Intelligent (AI). Yet, there is a lack of systematized or standardized privacy framework that focuses on AI embedded smart toys, with conversation functionality, to address user privacy requirements. To address this issue, we develop a prototype of a Privacy Identification (PI) system for Dialogue Design (DD). We call this system a PI-DD system. To develop such a PI-DD system, our research works were separated into two parts: (1) Create phrases' database that considers the Personally Identifiable Information (PII) law which states privacy laws and information security best practices and is used in various U.S. federal, and (2) Build the dialogue rule for robot conversations. To illustrate the algorithms of the PI-DD system, we take the sample phrase of Mattel's Hello-Barbie smart toy. We present an architecture of the PI-DD algorithm at the end of this paper.","Lin, Pei-Chun and Yankson, Benjamin and Hung, Patrick C. K.",,"2020 IEEE International Conference on Networking, Sensing and Control (ICNSC)",2020,10.1109/ICNSC48988.2020.9238116,,ieee.bib,2024-02-25 11:35:40,Unclassified
10430048,An Approach for Ensuring the Privacy in Smart Contracts,"Ensuring the privacy in smart contracts is critical to the success of the technique. Adequately testing privacy in smart contracts is a practical and effective way for ensuring the privacy. In this research, we experimented with a new approach that leverages the capacity of generative AI for automated testing privacy in blockchain based smart contracts. Generative AI tool ChatGPT was used for modeling privacy in smart contracts and producing tests according to the generated privacy model. The capacity of ChatGPT could have the potential for producing relatively comprehensive privacy requirements and adequate tests. We implemented a smart contract for managing real estate investment in Solidity based on the Ethereum blockchain platform and demonstrated the procedure and effectiveness of the proposed approach.","Zhao, Wenqian and Patibandla, Meghana and Ding, Junhua",,"2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",2023,10.1109/QRS-C60940.2023.00046,,ieee.bib,2024-02-25 11:35:40,Unclassified
9840620,Increasing Safety and Privacy Against COVID-19 using IoTs and Enhanced Positioning Methods,"This paper introduces and demonstrates a new approach to enhance safety against COVID-19, or other dangerous and contagious diseases, on mainly indoor public spaces, using enhanced privacy protection and an enhanced localization techniques. In most of the existing COVID-19 tracing systems and mobile apps, the focus is on identifying possible infected individuals, that were closed to a human source of transmission. This work includes primarily results and demonstrates a mobile app prototype and a corresponding support system to identify unsafe “COVID-19 areas”, from where infected individuals have recently crossed, so these spots to be avoided by individuals, until they will be characterized again as open to be used.","Marias, Giannis F. and Spentzouris, Panagiotis and Kontantinou, Vasileios and Dimitroulis, Christos and Tsigkanos, Theodoros",,2022 IEEE Zooming Innovation in Consumer Technologies Conference (ZINC),2022,10.1109/ZINC55034.2022.9840620,,ieee.bib,2024-02-25 11:35:40,Unclassified
10303313,Boulez: A Chatbot-Based Federated Learning System for Distance Learning,"In recent years, also due to the covid-19 pandemic, the possibilities for distance learning have increased considerably, through web-based learning platforms, available on the Internet without space and time limits. As a result, the offer of courses and the number of enrolled students has grown exponentially. In order to be able to guarantee students a better learning support service, one of the proposals regards the intelligent Chatbots. These well known interactive applications are based mainly on machine or deep learning and in this paper we present Boulez, a system allowing the orchestration of a community of individual chatbots, each one with its algorithm and its private training dataset. We apply a technique called Federated Learning, where several individual chatbots, collaborate. In particular, here the approach is “centralized”, meaning that a main system orchestrates the collaboration of the federated systems. By addressing the communication inefficiencies and privacy issues of conventional federated learning, Boulez offers a more efficient and effective approach to chatbot interaction, ultimately leading to improved user experience. The paper presents the Boulez system, its operation principle, methods used, and potential benefits, along with a use case of its application.","D'Urso, Stefano and Sciarrone, Filippo and Temperini, Marco",,2023 27th International Conference Information Visualisation (IV),2023,10.1109/IV60283.2023.00045,,ieee.bib,2024-02-25 11:35:40,Unclassified
10368616,A Novel AI-based chatbot Application for Personalized Medical Diagnosis and review using Large Language Models,"This research showcases a groundbreaking application in the medical industry by leveraging the cutting-edge OpenAI service's GPT-3.5 model, powered by large language models (LLMs). Through the implementation of a Java-based Android app, it introduces a medical chatbot that redefines the way individuals interact with healthcare systems. By capitalizing on the advanced capabilities of LLMs, the app enables users to effortlessly input their symptoms and receive accurate insights, personalized diagnoses, and actionable medical advice. The utilization of natural language processing and AI algorithms ensures a seamless and intuitive user experience. The significance of this innovation lies in the revolutionary impact of LLMs on the entire medical industry. The integration of LLMs empowers the app to comprehend complex medical queries, interpret contextual information, and deliver reliable and up-to-date medical knowledge to users. This transformative technology facilitates improved access to healthcare information, enhances decision-making processes, and ultimately contributes to the optimization of healthcare services.","S, Akilesh and A, Sheik Abdullah and R, Abinaya and S, Dhanushkodi and Sekar, Rajeev",,"2023 International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering (RMKMATE)",2023,10.1109/RMKMATE59243.2023.10368616,,ieee.bib,2024-02-25 11:35:40,Unclassified
10343248,Chatbots in Educational Recommender Systems: A Systematic Literature Review,"This summary refers to a full research article. The article presents a Systematic Literature Review (SLR) that aims to characterize the use of conversational agents (CHATBOTS) in the current scenario of Educational Recommendation Systems (ERS).The objective of this work is to improve the quality of teaching by using chatbots and ERS as valuable tools for teaching, in order to personalize the student learning experience and provide relevant recommendations based on their behavior and learning history, making it more engaging, personalized, and efficient. Following the SLR protocol proposed by Kitchenham, the string and connector chain (“recommendation” OR “recommender”) AND (“chatbot” OR “chatbots” OR “chaterbots”) was planned and used in the search fields of 4 highly relevant academic data repositories in the computing area: Institute of Electrical and Electronic Engineers (IEEE), Scopus, Association for Computing Machinery (ACM), and Science Direct, covering the period from 2018 to 2023, selecting 1,401 published articles, of which, after applying inclusion criteria, 158 were analyzed in the final phase of the review. As main results, we can highlight: Personalization of learning: with the help of chatbots, ERS can analyze student data, such as academic history, test results, and learning preferences, to provide personalized recommendations for educational content, maximizing student learning; Accessibility: Chatbots help make education more accessible to students, as they are available without interruption, which means that students can get help whenever they need it, regardless of the time or location; Engagement: Chatbots help with educational content by providing personalized recommendations for content that is relevant and interesting, keeping students engaged and motivated. Additionally, chatbots can use gamification techniques, such as rewards and competitions, to encourage students to engage more with educational content; Data analysis: Chatbots help collect and analyze data on student performance, tracking student progress and learning activities and signaling according to predefined parameters; Integration with existing technologies, such as learning management systems and online teaching platforms, can help provide a more integrated and unified learning experience for students. In conclusion, the use of chatbots in ERS has the potential to transform education, providing a more personalized, accessible, and efficient learning experience for students, being a complementary tool to help improve the learning experience of students.","Ramos Pinho, Paulo Cesar and Primo, Tiago Thompsen",,2023 IEEE Frontiers in Education Conference (FIE),2023,10.1109/FIE58773.2023.10343248,,ieee.bib,2024-02-25 11:35:40,Unclassified
10322527,"The outlook of ChatGPT, an AI-based tool adoption in Academia: applications, challenges, and opportunities","Artificial intelligence (AI) technologies continually improve and become more pervasive in many facets of our lives. ChatGPT is a chatbot created by OpenAI with a conversational artificial intelligence interface. Academic institutions could routinely use artificial intelligence (AI) and language models like ChatGPT, with an increasing range of applications and ramifications. This study investigates the adoption of ChatGPT in academia which include applications, challenges and opportunities using the lenses of educational transformation, response service quality, usefulness privacy concerns. The article first examine diverse applications of ChatGPT, including automation, sentiment analysis and natural language processing. Second, it addresses the challenges and limitations that come with using these technologies, like regulatory compliance algorithmic prejudice, and ethical issues. Third, the study emphasize the opportunities brought about by the implementation of AI and ChatGPT, such as improved research capacities, individualized learning experiences, and new career pathways. To promote an efficient and responsible adoption and deployment of ChatGPT, the study's findings offer several research directions and implications in academia.","Ahadi, Navidreza and Zanjanab, Ali Ghalehban and Sorooshian, Shahryar and Monametsi, Gladness and Virutamasen, Porngarm and Wongpreedee, Kageeporn and Deebhijarn, Samart and Taghipour, Amirhossein",,TENCON 2023 - 2023 IEEE Region 10 Conference (TENCON),2023,10.1109/TENCON58879.2023.10322527,,ieee.bib,2024-02-25 11:35:40,Unclassified
10342742,A Multianalytical SEM-ANN Approach to Investigate the Social Sustainability of AI Chatbots Based on Cybersecurity and Protection Motivation Theory,"With a primary focus on cybersecurity risks, this study endeavors to explore the sustainable deployment of artificial intelligence (AI) chatbots and, ultimately, to promote their social sustainability. The study introduces an enhanced model built upon the “Protection Motivation Theory” (PMT) to explore the factors that predict the social sustainability of AI chatbots. The proposed model is evaluated using both “structural equation modeling” and “artificial neural network” (ANN) analyses, leveraging data obtained from 1741 participants. The findings reveal that PMT factors significantly predict the sustainable use of AI chatbots. Moreover, cybersecurity concerns, including confidentiality and privacy, have emerged as significant predictors of sustainable use, impacting the social sustainability of AI chatbots. The indicated paths in the model explain 70% and 74% of the variance in sustainable use and social sustainability, respectively. The results from the ANN analysis also emphasize the critical role of confidentiality as the primary predictor. The significance of this study lies in the development of a unified model that integrates cybersecurity and PMT, offering a distinctive framework. In addition to its theoretical contributions, the study offers practical insights for service providers, application developers, and decision-makers in the field, thereby influencing the future of AI chatbots.","Arpaci, Ibrahim",IEEE Transactions on Engineering Management,,2024,10.1109/TEM.2023.3339578,,ieee.bib,2024-02-25 11:35:40,Unclassified
9619970,SkillVet: Automated Traceability Analysis of Amazon Alexa Skills,"Skills, are essential components in Smart Personal Assistants (SPA). The number of skills has grown rapidly, dominated by a changing environment that has no clear business model. Skills can access personal information and this may pose a risk to users. However, there is little information about how this ecosystem works, let alone the tools that can facilitate its study. In this article, we present the largest systematic measurement of the Amazon Alexa skill ecosystem to date. We study developers’ practices in this ecosystem, including how they collect and justify the need for sensitive information, by designing a methodology to identify over-privileged skills with broken privacy policies. We collect 199,295 Alexa skills and uncover that around 43% of the skills (and 50% of the developers) that request these permissions follow bad privacy practices, including (partially) broken data permissions traceability. In order to perform this kind of analysis at scale, we present SkillVet that leverages machine learning and natural language processing techniques, and generates high-accuracy prediction sets. We report several concerning practices, including how developers can bypass Alexa's permission system through account linking and conversational skills, and offer recommendations on how to improve transparency, privacy and security. Resulting from the responsible disclosure we did, 13% of the reported issues no longer pose a threat at submission time.","Edu, Jide S. and Ferrer-Aran, Xavier and Such, Jose and Suarez-Tangil, Guillermo",IEEE Transactions on Dependable and Secure Computing,,2023,10.1109/TDSC.2021.3129116,,ieee.bib,2024-02-25 11:35:40,Unclassified
10292448,Advancing Decentralized IoT with Privacy-preserving AI: Harnessing Federated Learning and NLP Techniques,"This study introduces a cross-platform application built on the Flutter framework that employs federated learning (FL) and natural language processing (NLP) for personalized event discovery. The system includes an NLP-based chatbot and utilizes a second-generation Matrix homeserver known as Dendrite for decentralized communication. The system design is configured to ensure data privacy. The FL model runs on users’ devices, employing data such as browsing history and application usage patterns to build user-interest profiles and provide personalized event suggestions. A practical use case underscores the implementation of end-to-end encrypted communication, indicating the system’s commitment to ensuring privacy and security. The integration of FL and NLP into an IoT context demonstrates a significant advancement in privacy-preserving, personalized applications.","Sarker, Arpita and Jesser, Alexander and Speidel, Markus",,"2023 IEEE International Conference on Artificial Intelligence, Blockchain, and Internet of Things (AIBThings)",2023,10.1109/AIBThings58340.2023.10292448,,ieee.bib,2024-02-25 11:35:40,Unclassified
10370937,ChatGPT Based Image Steganography (CGIS): A Novel Intelligent Information Hiding Approach to Achieve Secure Covert Communication,"Covert communication refers to the practice of exchanging information or messages in a discreet or secretive manner, with the intent of keeping the communication hidden from unintended or unauthorized recipients. Steganography is a widely used, strategy for establishing covert communication, for maintaining the privacy and security of sensitive information. Steganography ensures that the message remains concealed from surveillance or eavesdropping. Artificial Intelligence (AI) plays a crucial role in enhancing security across various domains of covert communication. ChatGPT is an AI model, specifically a natural language processing (NLP) model. It belongs to the broader category of AI models which can comprehend and produce language for humans. In this paper, a new image steganographic model named CGIS is developed for covert communication using ChatGPT. Proposed steganographic method has achieved 3.0 bpp of hiding capacity. In situations where confidentiality is critical, such as in military operations, intelligence agencies, or corporate strategies, proposed method ensures that the message cannot be detected and or extracted by any surveillance or eavesdropper.","Mukherjee, Subhadip and Mukhopadhyay, Somnath and Sarkar, Sunita",,"2023 First International Conference on Advances in Electrical, Electronics and Computational Intelligence (ICAEECI)",2023,10.1109/ICAEECI58247.2023.10370937,,ieee.bib,2024-02-25 11:35:40,Unclassified
8937382,Adoption of AI-Chatbots to Enhance Student Learning Experience in Higher Education in India,"Today, every organisation depends on Information and Communication Technology (ICT) for the efficient service delivery and cost-effective application of technological resources. With growing preference towards faster services and acceptance of Artificial Intelligence (AI) based tools in business operations globally as well as in India, the global Chatbot market is going to accelerate in the next decade. In the era of AI, the Chatbot market is witnessing extraordinary growth with the increased demand for smartphones and increased use of messaging applications. In the past few years, the food delivery business, finance and the E-commerce industry have embraced Chatbot technology. One of the industries which can really benefit from using this technology is the educational sector. Education can benefit from Chatbot development. It can improve productivity, communication, learning, efficient teaching assistance, and minimize ambiguity from interaction. A new education platform can solve next-level problems in education using this technology as the engagement tool. The aim of this research paper is to find out the factors which affect the adoption of Chatbot technology in order to enhance the student learning experience in the Indian higher education sector. In this research, a Quantitative method is used through data collection from surveys of some of the prominent higher education institutes using Chatbot technology in India. It is expected that the research outcome will help Chatbot developers and higher education providers to better understand the requirements of students while providing an interactive learning and communication platform for them.","Sandu, Nitirajsingh and Gide, Ergun",,2019 18th International Conference on Information Technology Based Higher Education and Training (ITHET),2019,10.1109/ITHET46829.2019.8937382,,ieee.bib,2024-02-25 11:35:40,Unclassified
10343639,The Risks Associated with AI Chatbots in Teaching Future Engineering Graduates: A Systematic Review,"The educational system's trajectory has shifted dramatically in recent years. The introduction of chatbots and artificial intelligence (AI) techniques has mostly pushed the trend. Fundamentally, these methods are intended to improve the culture and experience of teaching and learning. However, there are risks associated with these technologies. The risks of using AI chatbots in the education of future engineering graduates are severely examined in this systematic review. This review identifies and addresses pedagogical, ethical, technological, and socio-cultural dangers that may come from the widespread use of AI chatbots based on an intensive review of the available research. The findings provide useful insights for educators, institutions, and policymakers as they manage the hurdles of implementing AI chatbots in engineering education responsibly.","Moloi, K. and Maladzhi, R. W. and Nemavhola, F. J. and Mthombeni, N. H. and Tsoeu, M. S. and Mashifana, T.",,2023 World Engineering Education Forum - Global Engineering Deans Council (WEEF-GEDC),2023,10.1109/WEEF-GEDC59520.2023.10343639,,ieee.bib,2024-02-25 11:35:40,Unclassified
9665642,Human Firewall: Cyber Awareness using WhatApp AI Chatbot,"The use of technology is a necessary component for the success of business operations. Yet cyber risks related to technology are well known. In previous works, three different layers were defined to be responsible of the cyber physical security of any given system: the network layer, the device layer and the human factor layer. However, statistics and experience have proven that the third factor is the weakest link in the cyber security of any company. This factor is divided into two subsections: the ignorance of the user (which will be treated in this paper) and the malignancy of the user. As the two previous layers were presented in previous works, this paper will focus on enhancing security by raising the cyber awareness of users thus creating a human firewall. For that, an AI-based conversational bot that focuses on cyber threat awareness and acts as a personal assistant relating to security issues was developed. This bot is based on AI-approach and it is used to make the interaction with the user appealing and friendly through the use of WhatsApp as a mean of communication. The implementation and testing of this bot has shown great interest for the users who have tried it due to its simplicity, the quality of deliverable data and the evaluation technique.","El Hajal, Georges and Abi Zeid Daou, Roy and Ducq, Yves",,2021 IEEE 3rd International Multidisciplinary Conference on Engineering Technology (IMCET),2021,10.1109/IMCET53404.2021.9665642,,ieee.bib,2024-02-25 11:35:40,Unclassified
10270725,Emerging Role of Healthcare Chatbots in Improving Medical Assistance,"This study proposes integrating healthcare chatbots and assistive robots to address issues in densely populated areas with limited medical services. These robots offer benefits such as quicker and more accurate diagnoses, alleviating the workload of medical workers. The suggested healthcare chatbot enables efficient health inquiries through question-and-answer discussions. Users can input symptoms and receive ideas for suspected diseases, along with guidance on how to seek medical help. The chatbot uses natural language processing and machine learning. The chatbot compares symptoms to a database of recognized ailments, achieving an impressive 93% accuracy and outperforming existing models. The combination of accurate healthcare chatbots and assistive robots shows excellent potential for improving patient access and healthcare delivery, benefiting the medical sector.","Sowmya, Daram and Debbata, Kousthubha and Vignesh, Gunda Sai and Sagar, Dasari Subbayyagari Nandhu and Bavanthula, Anudeep Reddy and Pallavi, Lanke",,2023 3rd Asian Conference on Innovation in Technology (ASIANCON),2023,10.1109/ASIANCON58793.2023.10270725,,ieee.bib,2024-02-25 11:35:40,Unclassified
